代码,简称,日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量(股),成交金额(元),涨跌,涨跌幅(%)
000985.CSI,中证全指,2005/12/21,869.292,869.36,871.93,863.629,864.493,1883804852,8456343742,-4.799,-0.5521
000985.CSI,中证全指,2005/12/22,864.493,863.886,869.668,862.104,869.668,1703146530,7979634632,5.175,0.5986
000985.CSI,中证全指,2005/12/23,869.668,870.065,877.779,869.985,877.779,2193133937,10229115419,8.111,0.9327
000985.CSI,中证全指,2005/12/26,877.779,880.855,886.216,880.855,884.619,2787859844,13058854960,6.84,0.7792
000985.CSI,中证全指,2005/12/27,884.619,883.4,884.866,879.389,883.247,2285009481,10516735456,-1.372,-0.1551
000985.CSI,中证全指,2005/12/28,883.247,883.154,885.028,879.847,885.028,2127913370,9947841924,1.781,0.2016
000985.CSI,中证全指,2005/12/29,885.028,887.838,897.707,887.838,897.707,3197563880,16416001082,12.679,1.4326
000985.CSI,中证全指,2005/12/30,897.707,899.841,899.841,888.664,890.074,2880805486,15082570667,-7.633,-0.8503
000985.CSI,中证全指,2006/1/4,890.074,891.932,905.058,891.91,905.058,3335265678,17408038771,14.984,1.6835
000985.CSI,中证全指,2006/1/5,905.058,905.142,919.826,905.142,919.826,4440890213,22677142596,14.768,1.6317
000985.CSI,中证全指,2006/1/6,919.826,922.179,933.476,917.086,929.676,5131719762,26093803174,9.85,1.0709
000985.CSI,中证全指,2006/1/9,929.676,931.093,937.944,928.325,937.485,4407061834,21923250968,7.809,0.84
000985.CSI,中证全指,2006/1/10,937.485,938.362,941.244,928.593,941.244,4007412280,20446889124,3.759,0.401
000985.CSI,中证全指,2006/1/11,941.244,940.914,945.552,931.972,936.55,4626636017,22771459388,-4.694,-0.4987
000985.CSI,中证全指,2006/1/12,936.55,935.922,950.131,935.177,950.131,4259689613,20615697938,13.581,1.4501
000985.CSI,中证全指,2006/1/13,950.131,951.71,955.04,943.022,948.981,4397333874,21136197706,-1.15,-0.121
000985.CSI,中证全指,2006/1/16,948.981,948.409,948.409,933.876,933.994,3948458932,18923984801,-14.987,-1.5793
000985.CSI,中证全指,2006/1/17,933.994,932.092,937.217,930.981,935.381,2994784638,14699358799,1.387,0.1485
000985.CSI,中证全指,2006/1/18,935.381,935.459,954.374,935.459,954.055,3862493558,18788262258,18.674,1.9964
000985.CSI,中证全指,2006/1/19,954.055,955.758,962.392,950.243,962.392,4757835247,22578493085,8.337,0.8738
000985.CSI,中证全指,2006/1/20,962.392,962.857,965.361,958.85,964.529,4847335423,23907422336,2.137,0.2221
000985.CSI,中证全指,2006/1/23,964.529,965.724,968.777,959.533,968.56,4405968180,21677149977,4.031,0.4179
000985.CSI,中证全指,2006/1/24,968.56,969.65,976.011,965.641,969.51,4534678121,24225770062,0.95,0.0981
000985.CSI,中证全指,2006/1/25,969.51,969.118,975.519,964.376,974.233,4107319645,20985870006,4.723,0.4872
000985.CSI,中证全指,2006/2/6,974.233,977.708,996.809,977.576,996.809,4414558710,22816989860,22.576,2.3173
000985.CSI,中证全指,2006/2/7,996.809,998.472,1002.392,985.303,995.25,5825584116,30099740966,-1.559,-0.1564
000985.CSI,中证全指,2006/2/8,995.25,994.022,998.915,988.525,998.915,4800887119,23711955300,3.665,0.3682
000985.CSI,中证全指,2006/2/9,998.915,998.942,998.942,984.839,986.132,4245944259,20997802442,-12.783,-1.2797
000985.CSI,中证全指,2006/2/10,986.132,987.594,997.923,986.096,997.923,4041630811,20175774726,11.791,1.1957
000985.CSI,中证全指,2006/2/13,997.923,999.596,999.596,987.559,996.957,4005118933,20004794463,-0.966,-0.0968
000985.CSI,中证全指,2006/2/14,996.957,997.504,1004.386,995.892,1004.386,3507492783,17522593212,7.429,0.7452
000985.CSI,中证全指,2006/2/15,1004.386,1006.219,1011.773,1003.45,1006.679,4449829787,21924292774,2.293,0.2283
000985.CSI,中证全指,2006/2/16,1006.679,1007.041,1007.041,983.64,983.827,4959722099,24135175972,-22.852,-2.27
000985.CSI,中证全指,2006/2/17,983.827,985.341,989.8,979.091,981.374,3955935748,19290289778,-2.453,-0.2493
000985.CSI,中证全指,2006/2/20,981.374,981.335,987.86,979.657,979.861,3428387957,17431624030,-1.513,-0.1542
000985.CSI,中证全指,2006/2/21,979.861,979.167,996.027,971.795,996.027,3979918954,20430807765,16.166,1.6498
000985.CSI,中证全指,2006/2/22,996.027,996.504,1003.229,994.253,995.465,4190819100,20822472201,-0.562,-0.0564
000985.CSI,中证全指,2006/2/23,995.465,995.38,997.675,987.019,997.359,3457822646,16743401967,1.894,0.1903
000985.CSI,中证全指,2006/2/24,997.359,997.895,1005.374,997.895,1005.374,3542527370,17507374056,8.015,0.8036
000985.CSI,中证全指,2006/2/27,1005.374,1009.662,1009.98,1001.474,1003.282,3798882195,19112848035,-2.092,-0.2081
000985.CSI,中证全指,2006/2/28,1003.282,1002.114,1006.788,990.698,1006.788,3406252296,16789499486,3.506,0.3495
000985.CSI,中证全指,2006/3/1,1006.788,1008.33,1012.287,1004.916,1012.287,3531317593,17645898173,5.499,0.5462
000985.CSI,中证全指,2006/3/2,1012.287,1011.899,1011.899,991.137,994.641,4341612091,22155666484,-17.646,-1.7432
000985.CSI,中证全指,2006/3/3,994.641,993.562,998.457,984.854,996.555,3649257074,18400980231,1.914,0.1924
000985.CSI,中证全指,2006/3/6,996.555,996.942,998.514,991.978,994.068,3003490224,14554852819,-2.487,-0.2496
000985.CSI,中证全指,2006/3/7,994.068,993.103,993.103,969.759,970.604,3366719065,15854543484,-23.464,-2.3604
000985.CSI,中证全指,2006/3/8,970.604,967.318,969.978,956.542,965.894,2946861605,14039440691,-4.71,-0.4853
000985.CSI,中证全指,2006/3/9,965.894,964.043,967.365,959.984,961.36,2275829246,11045526715,-4.534,-0.4694
000985.CSI,中证全指,2006/3/10,961.36,962.001,967.373,960.809,964.778,2157227306,10615027451,3.418,0.3555
000985.CSI,中证全指,2006/3/13,964.778,964.445,973.847,964.445,973.847,2140760806,10319386382,9.069,0.94
000985.CSI,中证全指,2006/3/14,973.847,973.119,974.787,967.881,973.836,2180162796,10476050245,-0.011,-0.0011
000985.CSI,中证全指,2006/3/15,973.836,973.008,984.147,973.008,984.147,2745356228,13826070149,10.311,1.0588
000985.CSI,中证全指,2006/3/16,984.147,982.468,985.094,980.816,984.263,2760005576,13838452938,0.116,0.0118
000985.CSI,中证全指,2006/3/17,984.263,983.668,985.126,978.261,981.327,2873524217,14222688072,-2.936,-0.2983
000985.CSI,中证全指,2006/3/20,981.327,981.743,993.95,977.71,993.95,2949395411,14436214272,12.623,1.2863
000985.CSI,中证全指,2006/3/21,993.95,994.905,1001.732,993.385,997.241,3684068874,18172988671,3.291,0.3311
000985.CSI,中证全指,2006/3/22,997.241,997.352,1005.592,993.98,1005.592,3623016997,17774011816,8.351,0.8374
000985.CSI,中证全指,2006/3/23,1005.592,1005.67,1010.202,1003.207,1009.359,4151893215,20303365412,3.767,0.3746
000985.CSI,中证全指,2006/3/24,1009.359,1010.222,1011.893,1003.167,1003.325,3948973982,19863930598,-6.034,-0.5978
000985.CSI,中证全指,2006/3/27,1003.325,1003.374,1011.649,998.214,1011.649,3379577072,16524847890,8.324,0.8296
000985.CSI,中证全指,2006/3/28,1011.649,1012.1,1018.136,1011.351,1017.91,4219580502,19519252070,6.261,0.6189
000985.CSI,中证全指,2006/3/29,1017.91,1020.154,1032.37,1019.264,1024.798,5465212092,27161920096,6.888,0.6767
000985.CSI,中证全指,2006/3/30,1024.798,1025.266,1027.009,1015.771,1015.9,4226178692,21658643916,-8.898,-0.8683
000985.CSI,中证全指,2006/3/31,1015.9,1015.069,1022.891,1011.258,1022.891,4199377695,21942000378,6.991,0.6882
000985.CSI,中证全指,2006/4/3,1022.891,1023.877,1042.536,1023.877,1042.536,5329346866,28288684796,19.645,1.9205
000985.CSI,中证全指,2006/4/4,1042.536,1044.477,1053.344,1041.123,1053.344,5933868746,31479046173,10.808,1.0367
000985.CSI,中证全指,2006/4/5,1053.344,1054.836,1063.612,1053.056,1063.439,6084880054,32265240337,10.095,0.9584
000985.CSI,中证全指,2006/4/6,1063.439,1066.178,1074.131,1060.798,1067.167,6780492962,35279363503,3.728,0.3506
000985.CSI,中证全指,2006/4/7,1067.167,1067.895,1072.531,1061.562,1072.531,6462157017,33249873607,5.364,0.5026
000985.CSI,中证全指,2006/4/10,1072.531,1075.006,1090.746,1073.237,1090.746,6640165133,33042773810,18.215,1.6983
000985.CSI,中证全指,2006/4/11,1090.746,1094.109,1098.007,1083.837,1095.653,6994550758,36023045252,4.907,0.4499
000985.CSI,中证全指,2006/4/12,1095.653,1095.888,1096.723,1090.466,1092.225,6123676188,30582428210,-3.428,-0.3129
000985.CSI,中证全指,2006/4/13,1092.225,1092.298,1097.694,1065.998,1066.1,6778919396,33099608329,-26.125,-2.3919
000985.CSI,中证全指,2006/4/14,1066.1,1063.211,1089.892,1063.211,1089.892,5900917781,28828649946,23.792,2.2317
000985.CSI,中证全指,2006/4/17,1089.892,1090.58,1099.845,1087.746,1096.158,6561296199,32714492486,6.266,0.5749
000985.CSI,中证全指,2006/4/18,1096.158,1098.52,1104.67,1091.525,1101.123,5867271769,30268625256,4.965,0.4529
000985.CSI,中证全指,2006/4/19,1101.123,1104.125,1106.592,1093.835,1106.592,6255708546,33529485991,5.469,0.4967
000985.CSI,中证全指,2006/4/20,1106.592,1107.991,1108.73,1095.831,1101.4,6783843823,37039162399,-5.192,-0.4692
000985.CSI,中证全指,2006/4/21,1101.4,1100.641,1116.879,1093.29,1113.571,7224433700,38918262618,12.171,1.105
000985.CSI,中证全指,2006/4/24,1113.571,1119.028,1119.028,1098.016,1105.115,8023521269,43841443402,-8.456,-0.7594
000985.CSI,中证全指,2006/4/25,1105.115,1101.791,1112.448,1087.92,1106.259,6904860820,38748081504,1.144,0.1035
000985.CSI,中证全指,2006/4/26,1106.259,1106.727,1126.617,1106.727,1120.399,7543867792,43715177791,14.14,1.2782
000985.CSI,中证全指,2006/4/27,1120.399,1122.26,1125.449,1111.684,1122.503,6018494292,33347179070,2.104,0.1878
000985.CSI,中证全指,2006/4/28,1122.503,1100.209,1139.653,1100.209,1138.053,7133196996,40094665206,15.55,1.3853
000985.CSI,中证全指,2006/5/8,1138.053,1144.513,1181.241,1144.513,1181.241,7881718148,44248408532,43.188,3.7949
000985.CSI,中证全指,2006/5/9,1181.241,1189.369,1216.033,1187.143,1216.033,10204704441,56881762632,34.792,2.9454
000985.CSI,中证全指,2006/5/10,1216.033,1222.291,1239.089,1209.197,1233.228,10372622646,58325911973,17.195,1.414
000985.CSI,中证全指,2006/5/11,1233.228,1236.236,1264.813,1225.899,1226.019,11826041046,67770942293,-7.209,-0.5846
000985.CSI,中证全指,2006/5/12,1226.019,1226.507,1268.463,1226.507,1268.463,10584826498,61867386145,42.444,3.4619
000985.CSI,中证全指,2006/5/15,1268.463,1284.178,1324.855,1274.54,1324.855,13620202441,80005725093,56.392,4.4457
000985.CSI,中证全指,2006/5/16,1324.855,1335.412,1350.551,1286.168,1294.074,14086403393,85488703190,-30.781,-2.3233
000985.CSI,中证全指,2006/5/17,1294.074,1295.22,1311.225,1277.886,1304.654,11097103017,66851888105,10.58,0.8176
000985.CSI,中证全指,2006/5/18,1304.654,1294.819,1315.309,1279.604,1306.924,9659828345,55969107533,2.27,0.174
000985.CSI,中证全指,2006/5/19,1306.924,1310.346,1346.525,1307.48,1342.553,11567618782,63723132897,35.629,2.7262
000985.CSI,中证全指,2006/5/22,1342.553,1344.25,1366.634,1344.25,1354.727,11661735577,66345423316,12.174,0.9068
000985.CSI,中证全指,2006/5/23,1354.727,1352.886,1352.886,1298.531,1298.788,10556017359,59330224710,-55.939,-4.1292
000985.CSI,中证全指,2006/5/24,1298.788,1305.956,1317.421,1257.451,1286.263,9224097065,53523710154,-12.525,-0.9644
000985.CSI,中证全指,2006/5/25,1286.263,1282.909,1296.596,1269.768,1292.244,6387725446,36313858918,5.981,0.465
000985.CSI,中证全指,2006/5/26,1292.244,1296.987,1317.062,1295.521,1317.062,6790770603,38957194573,24.818,1.9205
000985.CSI,中证全指,2006/5/29,1317.062,1324.986,1350.391,1316.44,1350.391,7977223971,46418277024,33.329,2.5306
000985.CSI,中证全指,2006/5/30,1350.391,1357.451,1368.532,1349.623,1367.007,8353231921,51157494825,16.616,1.2305
000985.CSI,中证全指,2006/5/31,1367.007,1366.037,1377.615,1350.203,1357.203,9116025726,53649716973,-9.804,-0.7172
000985.CSI,中证全指,2006/6/1,1357.203,1356.835,1400.116,1356.835,1400.116,10530990387,60084884686,42.913,3.1619
000985.CSI,中证全指,2006/6/2,1400.116,1404.997,1411.826,1385.349,1393.174,12198552320,70182420641,-6.942,-0.4958
000985.CSI,中证全指,2006/6/5,1393.174,1395.17,1411.261,1372.815,1411.261,10148138138,55814745422,18.087,1.2983
000985.CSI,中证全指,2006/6/6,1411.261,1409.726,1417.466,1400.61,1404.101,8704452408,49100910126,-7.16,-0.5073
000985.CSI,中证全指,2006/6/7,1404.101,1405.028,1405.028,1319.774,1319.872,9733391694,55694077987,-84.229,-5.9988
000985.CSI,中证全指,2006/6/8,1319.872,1307.945,1324.765,1283.106,1323.72,8409583850,46193140812,3.848,0.2915
000985.CSI,中证全指,2006/6/9,1323.72,1318.624,1329.18,1292.163,1292.885,7358722806,40661311246,-30.835,-2.3294
000985.CSI,中证全指,2006/6/12,1292.885,1283.834,1306.199,1283.53,1297.114,4832975429,27880396220,4.229,0.3271
000985.CSI,中证全指,2006/6/13,1297.114,1296.963,1312.522,1287.156,1300.816,5142659016,29456480152,3.702,0.2854
000985.CSI,中证全指,2006/6/14,1300.816,1293.705,1293.705,1275.517,1288.298,5119594022,27897384383,-12.518,-0.9623
000985.CSI,中证全指,2006/6/15,1288.298,1288.274,1304.319,1287.904,1290.966,4515103394,24984738035,2.668,0.2071
000985.CSI,中证全指,2006/6/16,1290.966,1300.628,1322.034,1300.628,1322.034,5412883297,30283524931,31.068,2.4066
000985.CSI,中证全指,2006/6/19,1322.034,1310.875,1345.132,1310.875,1338.513,5824451827,34152200482,16.479,1.2465
000985.CSI,中证全指,2006/6/20,1338.513,1337.411,1346.7,1331.302,1346.371,5605008764,32486974568,7.858,0.5871
000985.CSI,中证全指,2006/6/21,1346.371,1346.339,1356.184,1331.86,1342.819,6368243073,36391389187,-3.552,-0.2638
000985.CSI,中证全指,2006/6/22,1342.819,1341.095,1346.744,1336.043,1341.736,5288380869,29760520750,-1.083,-0.0807
000985.CSI,中证全指,2006/6/23,1341.736,1339.373,1353.009,1331.981,1353.009,5271721820,30114381190,11.273,0.8402
000985.CSI,中证全指,2006/6/26,1353.009,1355.507,1377.423,1355.507,1377.423,6028187194,36102034733,24.414,1.8044
000985.CSI,中证全指,2006/6/27,1377.423,1379.955,1381.084,1370.953,1380.587,5717015567,33216325210,3.164,0.2297
000985.CSI,中证全指,2006/6/28,1380.587,1378.887,1382.933,1371.157,1379.238,5299253904,29845867896,-1.349,-0.0977
000985.CSI,中证全指,2006/6/29,1379.238,1381.607,1408.859,1381.607,1408.859,8089704313,46036339456,29.621,2.1476
000985.CSI,中证全指,2006/6/30,1408.859,1415.788,1419.748,1398.261,1407.399,7644362564,44613528272,-1.46,-0.1036
000985.CSI,中证全指,2006/7/3,1407.399,1411.646,1432.888,1408.333,1432.888,7482586753,45051969868,25.489,1.8111
000985.CSI,中证全指,2006/7/4,1432.888,1435.541,1438.388,1415.07,1424.426,8274667282,50886391322,-8.462,-0.5906
000985.CSI,中证全指,2006/7/5,1424.426,1423.84,1423.84,1394.439,1409.363,6465092765,39310429197,-15.063,-1.0575
000985.CSI,中证全指,2006/7/6,1409.363,1408.746,1440.551,1408.746,1440.551,6951756446,43306715854,31.188,2.2129
000985.CSI,中证全指,2006/7/7,1440.551,1445.833,1446.221,1434.907,1436.174,7087668798,43783915319,-4.377,-0.3038
000985.CSI,中证全指,2006/7/10,1436.174,1436.995,1442.31,1425.865,1441.258,5870229185,36713856943,5.084,0.354
000985.CSI,中证全指,2006/7/11,1441.258,1443.124,1450.382,1436.26,1450.382,6169538460,38328605555,9.124,0.6331
000985.CSI,中证全指,2006/7/12,1450.382,1451.709,1463.438,1449.191,1450.805,7537366118,47782212909,0.423,0.0292
000985.CSI,中证全指,2006/7/13,1450.805,1447.494,1447.494,1367.74,1367.74,10146785788,60928200492,-83.065,-5.7254
000985.CSI,中证全指,2006/7/14,1367.74,1354.374,1388.762,1354.374,1379.301,6454655055,38774881355,11.561,0.8453
000985.CSI,中证全指,2006/7/17,1379.301,1377.219,1398.2,1377.006,1398.2,5091102118,31153868739,18.899,1.3702
000985.CSI,中证全指,2006/7/18,1398.2,1397.152,1403.128,1386.991,1403.128,5006095320,29800680206,4.928,0.3525
000985.CSI,中证全指,2006/7/19,1403.128,1400.089,1400.089,1361.671,1368.223,5342776348,31729615210,-34.905,-2.4877
000985.CSI,中证全指,2006/7/20,1368.223,1366.726,1378.886,1359.753,1377.604,4298715520,24647241314,9.381,0.6856
000985.CSI,中证全指,2006/7/21,1377.604,1376.595,1388.331,1376.595,1386.993,4361912638,24896229020,9.389,0.6815
000985.CSI,中证全指,2006/7/24,1386.993,1365.958,1389.345,1365.958,1389.299,4433632559,25518792212,2.306,0.1663
000985.CSI,中证全指,2006/7/25,1389.299,1395.063,1411.37,1395.063,1407.396,4959334640,29019173170,18.097,1.3026
000985.CSI,中证全指,2006/7/26,1407.396,1410.669,1413.272,1401.926,1408.12,4671854613,26599183155,0.724,0.0514
000985.CSI,中证全指,2006/7/27,1408.12,1407.535,1413.499,1382.368,1392.131,5242633325,30344081060,-15.989,-1.1355
000985.CSI,中证全指,2006/7/28,1392.131,1391.304,1395.667,1363.76,1378.402,4938249857,28618328227,-13.729,-0.9862
000985.CSI,中证全指,2006/7/31,1378.402,1374.561,1374.561,1325.47,1325.833,4815629804,26772932959,-52.569,-3.8138
000985.CSI,中证全指,2006/8/1,1325.833,1324.185,1332.26,1308.192,1311.859,3812329722,20861830814,-13.974,-1.054
000985.CSI,中证全指,2006/8/2,1311.859,1311.663,1316.048,1285.552,1304.132,3664476552,19728851133,-7.727,-0.589
000985.CSI,中证全指,2006/8/3,1304.132,1306.015,1310.973,1292.789,1301.537,2875499697,16301749743,-2.595,-0.199
000985.CSI,中证全指,2006/8/4,1301.537,1302.013,1307.492,1264.8,1266.033,3561067069,19725369667,-35.504,-2.7279
000985.CSI,中证全指,2006/8/7,1266.033,1260.465,1262.281,1240.96,1242.796,3329329993,17344218298,-23.237,-1.8354
000985.CSI,中证全指,2006/8/8,1242.796,1242.927,1275.225,1242.927,1275.225,3288059113,17251117145,32.429,2.6094
000985.CSI,中证全指,2006/8/9,1275.225,1276.597,1281.663,1268.391,1275.373,3086721529,16257484632,0.148,0.0116
000985.CSI,中证全指,2006/8/10,1275.373,1275.314,1296.618,1275.314,1296.618,3619756909,19231391597,21.245,1.6658
000985.CSI,中证全指,2006/8/11,1296.618,1297.687,1303.586,1291.703,1301.546,3367784244,17931561547,4.928,0.3801
000985.CSI,中证全指,2006/8/14,1301.546,1301.46,1304.209,1264.652,1267.948,3588185698,19246058275,-33.598,-2.5814
000985.CSI,中证全指,2006/8/15,1267.948,1266.259,1290.054,1260.74,1290.054,2965919645,15973774563,22.106,1.7434
000985.CSI,中证全指,2006/8/16,1290.054,1290.739,1309.517,1286.351,1309.517,4070018771,22400389218,19.463,1.5087
000985.CSI,中证全指,2006/8/17,1309.517,1309.14,1309.14,1289.1,1298.819,3414365830,17992419148,-10.698,-0.8169
000985.CSI,中证全指,2006/8/18,1298.819,1296.826,1306.237,1291.966,1293.081,2967842380,15640700453,-5.738,-0.4418
000985.CSI,中证全指,2006/8/21,1293.081,1256.667,1297.69,1256.667,1297.69,3263669668,17280582445,4.609,0.3564
000985.CSI,中证全指,2006/8/22,1297.69,1297.102,1315.969,1296.231,1312.374,3742910318,21715817660,14.684,1.1315
000985.CSI,中证全指,2006/8/23,1312.374,1312.537,1319.985,1308.233,1310.941,3874683134,22426815381,-1.433,-0.1092
000985.CSI,中证全指,2006/8/24,1310.941,1311.083,1319.543,1300.012,1319.543,3373593643,18888339248,8.602,0.6562
000985.CSI,中证全指,2006/8/25,1319.543,1320.624,1329.349,1319.466,1322.961,3975751226,22590064377,3.418,0.259
000985.CSI,中证全指,2006/8/28,1322.961,1326.46,1354.911,1326.46,1354.911,5420551058,31247333682,31.95,2.415
000985.CSI,中证全指,2006/8/29,1354.911,1357.718,1378.355,1356.225,1358.074,6734075136,39122016138,3.163,0.2334
000985.CSI,中证全指,2006/8/30,1358.074,1355.738,1365.774,1351.404,1365.278,4500037660,25238530880,7.204,0.5305
000985.CSI,中证全指,2006/8/31,1365.278,1366.41,1373.197,1362.859,1371.83,5059874486,28026020831,6.552,0.4799
